image,distance,aq_scale,aq_mean,file_size,bpp,dssim,ssimulacra2,encode_ms
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1,1.750,0.6258,111169,2.4704,0.001446,76.38,9
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1,2.000,0.7152,107352,2.3856,0.001578,75.43,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1,2.500,0.8939,100648,2.2366,0.001841,73.50,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1,3.000,1.0727,94838,2.1075,0.002102,71.51,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,0.250,0.0906,107141,2.3809,0.001377,78.65,9
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,0.500,0.1812,102253,2.2723,0.001532,77.15,9
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,0.750,0.2717,97614,2.1692,0.001708,75.63,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,1.000,0.3623,93600,2.0800,0.001888,74.16,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,1.250,0.4529,89800,1.9956,0.002073,72.88,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,1.500,0.5435,86468,1.9215,0.002260,71.48,9
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,1.750,0.6341,83184,1.8485,0.002454,70.09,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,2.000,0.7246,80280,1.7840,0.002644,68.62,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,2.500,0.9058,74923,1.6650,0.003045,66.03,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,1.5,3.000,1.0870,70418,1.5648,0.003462,63.94,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,0.250,0.0922,89229,1.9829,0.001960,74.70,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,0.500,0.1845,85171,1.8927,0.002164,72.86,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,0.750,0.2767,81232,1.8052,0.002393,71.13,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,1.000,0.3689,77857,1.7302,0.002629,69.62,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,1.250,0.4612,74687,1.6597,0.002873,68.13,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,1.500,0.5534,71739,1.5942,0.003129,66.39,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,1.750,0.6456,69016,1.5337,0.003385,64.95,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,2.000,0.7379,66583,1.4796,0.003636,63.49,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,2.500,0.9224,62047,1.3788,0.004154,60.30,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,2,3.000,1.1068,58232,1.2940,0.004646,58.15,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,0.250,0.0958,69216,1.5381,0.003072,68.52,8
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,0.500,0.1916,66140,1.4698,0.003369,66.52,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,0.750,0.2875,63440,1.4098,0.003693,64.52,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,1.000,0.3833,60846,1.3521,0.004036,62.92,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,1.250,0.4791,58478,1.2995,0.004376,61.29,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,1.500,0.5749,56344,1.2521,0.004710,59.74,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,1.750,0.6708,54328,1.2073,0.005040,57.83,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,2.000,0.7666,52580,1.1684,0.005369,56.56,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,2.500,0.9582,49308,1.0957,0.006036,53.71,7
clic_ef576c4ed599d75d72145a8f34b58ccb.png,3,3.000,1.1499,46520,1.0338,0.006660,51.95,7
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,0.250,0.0250,263571,2.1964,0.000208,89.45,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,0.500,0.0500,259097,2.1591,0.000214,89.24,31
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,0.750,0.0750,254920,2.1243,0.000220,89.01,31
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,1.000,0.1000,251219,2.0935,0.000226,88.80,31
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,1.250,0.1250,247618,2.0635,0.000234,88.42,30
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,1.500,0.1501,244266,2.0356,0.000241,88.36,32
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,1.750,0.1751,241118,2.0093,0.000248,87.97,31
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,2.000,0.2001,237832,1.9819,0.000256,87.93,31
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,2.500,0.2501,231789,1.9316,0.000271,87.53,30
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,0.5,3.000,0.3001,226096,1.8841,0.000287,87.09,30
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,0.250,0.0250,140005,1.1667,0.000521,85.52,30
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,0.500,0.0500,137023,1.1419,0.000534,84.96,29
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,0.750,0.0750,134378,1.1198,0.000547,84.79,28
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,1.000,0.1000,131831,1.0986,0.000561,84.50,28
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,1.250,0.1250,129547,1.0796,0.000575,84.27,28
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,1.500,0.1501,127411,1.0618,0.000590,83.97,28
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,1.750,0.1751,125304,1.0442,0.000605,83.78,28
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,2.000,0.2001,123292,1.0274,0.000620,83.58,28
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,2.500,0.2501,119628,0.9969,0.000655,83.04,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1,3.000,0.3001,116432,0.9703,0.000690,82.66,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,0.250,0.0288,100911,0.8409,0.000822,82.43,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,0.500,0.0576,98693,0.8224,0.000840,82.20,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,0.750,0.0865,96781,0.8065,0.000860,81.88,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,1.000,0.1153,94895,0.7908,0.000883,81.60,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,1.250,0.1441,93244,0.7770,0.000907,81.27,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,1.500,0.1729,91687,0.7641,0.000931,80.99,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,1.750,0.2018,90174,0.7514,0.000958,80.75,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,2.000,0.2306,88720,0.7393,0.000984,80.36,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,2.500,0.2882,86170,0.7181,0.001038,79.67,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,1.5,3.000,0.3459,83754,0.6979,0.001093,79.07,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,0.250,0.0341,82394,0.6866,0.001134,79.44,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,0.500,0.0682,80512,0.6709,0.001162,79.12,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,0.750,0.1023,78776,0.6565,0.001192,78.79,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,1.000,0.1363,77261,0.6438,0.001224,78.44,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,1.250,0.1704,75861,0.6322,0.001256,78.12,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,1.500,0.2045,74554,0.6213,0.001290,77.75,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,1.750,0.2386,73337,0.6111,0.001326,77.37,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,2.000,0.2727,72228,0.6019,0.001361,76.98,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,2.500,0.3409,70109,0.5842,0.001436,76.32,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,2,3.000,0.4090,68214,0.5685,0.001506,75.62,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,0.250,0.0453,64440,0.5370,0.001649,75.58,25
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,0.500,0.0906,62968,0.5247,0.001686,75.19,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,0.750,0.1358,61654,0.5138,0.001731,74.77,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,1.000,0.1811,60529,0.5044,0.001776,74.38,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,1.250,0.2264,59475,0.4956,0.001823,73.95,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,1.500,0.2717,58493,0.4874,0.001873,73.52,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,1.750,0.3170,57688,0.4807,0.001920,73.15,25
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,2.000,0.3622,56919,0.4743,0.001969,72.77,27
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,2.500,0.4528,55501,0.4625,0.002065,71.84,26
ecom_clothing_angela-bailey-19KcNCZBhz4-unsplash.png,3,3.000,0.5434,54187,0.4516,0.002159,71.09,25
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,0.250,0.0210,174612,1.4551,0.000161,89.31,28
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,0.500,0.0421,172108,1.4342,0.000165,89.14,28
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,0.750,0.0631,169438,1.4120,0.000169,88.90,28
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,1.000,0.0841,167234,1.3936,0.000173,88.74,28
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,1.250,0.1052,165307,1.3776,0.000178,88.46,28
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,1.500,0.1262,163428,1.3619,0.000183,88.44,28
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,1.750,0.1472,161800,1.3483,0.000188,88.17,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,2.000,0.1682,159980,1.3332,0.000193,88.01,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,2.500,0.2103,156771,1.3064,0.000205,87.57,28
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,0.5,3.000,0.2524,153795,1.2816,0.000217,87.02,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,0.250,0.0210,112025,0.9335,0.000357,86.60,28
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,0.500,0.0421,110077,0.9173,0.000366,86.25,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,0.750,0.0631,108343,0.9029,0.000377,85.98,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,1.000,0.0841,106571,0.8881,0.000388,85.55,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,1.250,0.1052,104991,0.8749,0.000402,85.12,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,1.500,0.1262,103518,0.8627,0.000416,84.75,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,1.750,0.1472,102115,0.8510,0.000431,84.27,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,2.000,0.1682,100650,0.8387,0.000447,83.85,31
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,2.500,0.2103,98019,0.8168,0.000479,83.07,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1,3.000,0.2524,95692,0.7974,0.000514,82.13,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,0.250,0.0225,90237,0.7520,0.000541,84.05,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,0.500,0.0450,88625,0.7385,0.000557,83.54,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,0.750,0.0675,87092,0.7258,0.000575,83.14,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,1.000,0.0900,85498,0.7125,0.000597,82.58,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,1.250,0.1125,84024,0.7002,0.000618,82.13,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,1.500,0.1350,82633,0.6886,0.000642,81.52,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,1.750,0.1575,81291,0.6774,0.000668,81.00,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,2.000,0.1800,80035,0.6670,0.000695,80.33,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,2.500,0.2250,77613,0.6468,0.000750,79.46,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,1.5,3.000,0.2700,75465,0.6289,0.000814,78.53,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,0.250,0.0268,77994,0.6500,0.000707,82.14,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,0.500,0.0537,76443,0.6370,0.000729,81.63,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,0.750,0.0805,74781,0.6232,0.000757,81.07,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,1.000,0.1074,73346,0.6112,0.000787,80.46,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,1.250,0.1342,72021,0.6002,0.000819,79.73,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,1.500,0.1611,70750,0.5896,0.000855,79.06,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,1.750,0.1879,69474,0.5789,0.000893,78.47,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,2.000,0.2147,68239,0.5687,0.000932,77.94,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,2.500,0.2685,66125,0.5510,0.001012,76.74,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,2,3.000,0.3221,64262,0.5355,0.001092,75.59,25
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,0.250,0.0381,64395,0.5366,0.001063,78.13,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,0.500,0.0762,63007,0.5251,0.001097,77.64,27
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,0.750,0.1143,61646,0.5137,0.001139,77.03,25
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,1.000,0.1524,60418,0.5035,0.001186,76.41,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,1.250,0.1905,59260,0.4938,0.001238,75.62,25
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,1.500,0.2286,58207,0.4851,0.001291,74.96,25
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,1.750,0.2668,57194,0.4766,0.001347,74.27,25
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,2.000,0.3049,56198,0.4683,0.001405,73.57,26
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,2.500,0.3811,54448,0.4537,0.001516,72.39,25
ecom_clothing_christian-bolt-VW5VjskNXZ8-unsplash.png,3,3.000,0.4573,52781,0.4398,0.001633,71.14,25
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,0.250,0.0837,532230,3.7428,0.000210,89.79,45
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,0.500,0.1673,522398,3.6737,0.000231,89.32,41
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,0.750,0.2510,511392,3.5963,0.000257,88.84,41
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,1.000,0.3347,501159,3.5243,0.000285,88.29,41
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,1.250,0.4183,491813,3.4586,0.000317,87.78,40
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,1.500,0.5020,480186,3.3768,0.000349,87.23,40
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,1.750,0.5857,469188,3.2995,0.000384,86.68,41
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,2.000,0.6693,457995,3.2208,0.000418,86.18,39
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,2.500,0.8367,435790,3.0646,0.000490,85.21,39
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,0.5,3.000,1.0040,414100,2.9121,0.000567,84.14,38
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,0.250,0.0837,335334,2.3582,0.000669,83.81,38
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,0.500,0.1673,320669,2.2551,0.000739,82.96,38
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,0.750,0.2510,307180,2.1602,0.000822,82.08,36
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,1.000,0.3347,295377,2.0772,0.000912,81.12,38
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,1.250,0.4183,283554,1.9941,0.001006,80.17,36
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,1.500,0.5020,271685,1.9106,0.001101,79.34,36
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,1.750,0.5857,260981,1.8353,0.001198,78.51,35
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,2.000,0.6693,250777,1.7636,0.001293,77.75,34
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,2.500,0.8367,232558,1.6354,0.001481,76.28,35
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1,3.000,1.0040,216335,1.5213,0.001672,74.92,32
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,0.250,0.0854,239312,1.6829,0.001149,79.35,34
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,0.500,0.1707,225485,1.5857,0.001263,78.32,34
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,0.750,0.2561,213538,1.5017,0.001394,77.21,34
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,1.000,0.3414,203231,1.4292,0.001533,76.17,33
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,1.250,0.4268,193762,1.3626,0.001669,75.13,33
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,1.500,0.5122,185011,1.3011,0.001811,74.22,33
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,1.750,0.5975,176663,1.2424,0.001950,73.30,33
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,2.000,0.6829,169234,1.1901,0.002088,72.47,32
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,2.500,0.8536,155958,1.0968,0.002344,71.06,31
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,1.5,3.000,1.0243,144750,1.0179,0.002597,69.71,31
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,0.250,0.0877,183848,1.2929,0.001780,74.54,34
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,0.500,0.1753,172315,1.2118,0.001928,73.47,33
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,0.750,0.2630,162591,1.1434,0.002093,72.42,33
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,1.000,0.3506,153862,1.0820,0.002265,71.38,31
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,1.250,0.4383,146241,1.0284,0.002442,70.35,31
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,1.500,0.5260,139433,0.9805,0.002609,69.45,31
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,1.750,0.6136,133265,0.9372,0.002779,68.58,32
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,2.000,0.7013,127712,0.8981,0.002942,67.81,30
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,2.500,0.8766,118479,0.8332,0.003253,66.35,30
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,2,3.000,1.0519,110403,0.7764,0.003545,65.04,30
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,0.250,0.0924,125850,0.8850,0.002712,68.91,31
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,0.500,0.1849,118283,0.8318,0.002903,67.89,31
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,0.750,0.2773,112076,0.7882,0.003101,66.93,31
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,1.000,0.3697,106668,0.7501,0.003307,65.91,30
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,1.250,0.4622,102042,0.7176,0.003514,64.98,32
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,1.500,0.5546,97967,0.6889,0.003717,64.15,29
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,1.750,0.6470,94300,0.6632,0.003904,63.34,30
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,2.000,0.7394,91132,0.6409,0.004083,62.63,30
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,2.500,0.9243,85802,0.6034,0.004431,61.27,29
ecom_clothing_cosmin-ursea-bClN3xetT8M-unsplash.png,3,3.000,1.1092,81554,0.5735,0.004743,60.03,29
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,0.250,0.0336,308065,2.5672,0.000256,89.11,30
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,0.500,0.0672,302391,2.5199,0.000267,89.03,32
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,0.750,0.1008,296927,2.4744,0.000277,88.72,32
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,1.000,0.1343,291330,2.4278,0.000288,88.51,32
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,1.250,0.1679,286106,2.3842,0.000301,88.49,31
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,1.500,0.2015,281266,2.3439,0.000315,88.14,32
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,1.750,0.2351,276575,2.3048,0.000329,87.86,31
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,2.000,0.2687,272005,2.2667,0.000343,87.68,31
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,2.500,0.3359,263764,2.1980,0.000374,87.29,32
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,0.5,3.000,0.4030,256248,2.1354,0.000408,86.90,30
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,0.250,0.0336,184184,1.5349,0.000669,84.71,29
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,0.500,0.0672,179214,1.4934,0.000695,84.42,29
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,0.750,0.1008,174644,1.4554,0.000723,84.13,29
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,1.000,0.1343,170578,1.4215,0.000754,83.72,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,1.250,0.1679,166827,1.3902,0.000787,83.31,29
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,1.500,0.2015,163453,1.3621,0.000821,82.99,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,1.750,0.2351,159998,1.3333,0.000858,82.61,29
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,2.000,0.2687,156811,1.3068,0.000896,82.14,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,2.500,0.3359,150780,1.2565,0.000975,81.28,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1,3.000,0.4030,145507,1.2126,0.001056,80.47,27
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,0.250,0.0370,137393,1.1449,0.001064,81.55,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,0.500,0.0740,133333,1.1111,0.001104,81.12,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,0.750,0.1110,129722,1.0810,0.001151,80.65,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,1.000,0.1481,126569,1.0547,0.001202,80.15,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,1.250,0.1851,123797,1.0316,0.001253,79.59,27
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,1.500,0.2221,120958,1.0080,0.001308,79.10,27
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,1.750,0.2591,118450,0.9871,0.001362,78.66,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,2.000,0.2961,115835,0.9653,0.001421,78.06,27
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,2.500,0.3701,111489,0.9291,0.001531,76.97,27
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,1.5,3.000,0.4442,107430,0.8952,0.001651,76.02,27
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,2,0.250,0.0418,112922,0.9410,0.001529,77.77,28
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,2,0.500,0.0837,109634,0.9136,0.001581,77.41,27
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,2,0.750,0.1255,106846,0.8904,0.001641,76.89,27
ecom_clothing_fadkhera-official-n_Si7Q7SdJk-unsplash.png,2,1.000,0.1673,104225,0.8685,0.001705,76.35,29
